,label,tweet_id,tweet_texts
660,not_related_or_irrelevant,'591902834708328448',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
661,donation_needs_or_offers_or_volunteering_services,'591902835148599298',"RT @anu1122: Kathmandu's Darbar Square,UNESCO World Heritage site, in ruins after today's earthquake.#NepalEarthquake http://t.co/tCjUEMuGaf"
662,sympathy_and_emotional_support,'591902835148607489',
663,injured_or_dead_people,'591902835316367360',"RT @BuzzFeedNews: At least 30 people were injured in the avalanches that swept Mt. Everest after the Nepal earthquake, @AP reports http://t‰Û_"
664,sympathy_and_emotional_support,'591902835387674624',RT @thevirdas: Emergency contact Numbers for Nepal. Spread the word guys please. http://t.co/DbIn2zuqSu
665,donation_needs_or_offers_or_volunteering_services,'591902835853361152',
666,other_useful_information,'591902835878440960',"#BreakingNews Key facts about Nepal, site of magnitude-7.9 quake: Key facts about Nepal, where an eart... http://t.co/kZ2uc9SeLR via @AP"
667,other_useful_information,'591902836083949568',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
668,donation_needs_or_offers_or_volunteering_services,'591902836092309505',RT @5Forty3: This felt like a very powerful earthquake; Reports of heavy damage in Kathmandu...hope UP/Bihar villages are safe
669,donation_needs_or_offers_or_volunteering_services,'591902836612419585',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
670,sympathy_and_emotional_support,'591902836868382720',"@Expat99 at the moment, yes he is...airport apparently opening soon and he doesn't leave home till 2.30. Has had contact with agent in Nepal"
671,injured_or_dead_people,'591902837103169537',RT @IndianExpress: At least 114 killed in Nepal #earthquake according to home ministry: AFP reports http://t.co/43tnE08OYk
672,sympathy_and_emotional_support,'591902837166092288',"#BreakingNews TV: 2 dead, 100 injured in Bangladesh from Nepal quake: DHAKA, Bangladesh (AP) ‰ÛÓ A TV re... http://t.co/KX5O9pGtQo via @AP"
673,injured_or_dead_people,'591902837170307072',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
674,donation_needs_or_offers_or_volunteering_services,'591902837853933568',"RT @OYERJALOK: @Riteishd INDIAN Embassy HELPLINE (NEPAL) :  +9779851107021  , +9779851135141

And Other numbers - +9771 4261945/ 4261790   ‰Û_"
675,donation_needs_or_offers_or_volunteering_services,'591902837963010048',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
676,donation_needs_or_offers_or_volunteering_services,'591902838021718016',RT @cnnbrk: Avalanches reported in Mount Everest region after powerful earthquake in Nepal. http://t.co/E8Fh03tnSi
677,infrastructure_and_utilities_damage,'591902838025953280',"#BreakingNews Avalanche sweeps Everest in Nepal; 30 injured: KATHMANDU, Nepal (AP) ‰ÛÓ A senior mountain... http://t.co/CN619jnRjx via @AP"
678,sympathy_and_emotional_support,'591902838135103489',
679,sympathy_and_emotional_support,'591902838365622272',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
680,other_useful_information,'591902838671810560',RT @mosharrafzaidi: say a prayer for Nepal. Images of earthquake-wrought destruction are hauntingly familiar.
681,missing_trapped_or_found_people,'591902838797676544',"RT @HuffPostIndia: BREAKING: Reuters, quoting Nepal police, is reporting a casualty figure in Nepal of 108."
682,not_related_or_irrelevant,'591902838801862656',More than two dozen people reported dead in Gorkha. #earthquake
683,not_related_or_irrelevant,'591902838873137152',RT @aakarpost: 7 story building collapsed in Sat-tale Kapan. #kathmandu #Nepal http://t.co/e9uoLbYB6Y
684,donation_needs_or_offers_or_volunteering_services,'591902838877487104',YahooNews: More from AP: Nepal's Home Ministry says at least 71 people were killed in the earthquake
685,injured_or_dead_people,'591902838986407936',"RT @SRK_LIVE: Kindly Rt @iamsrk 
Emergancy l Hospitals in  #Kathmandu 
#earthquake #Nepal http://t.co/5hnDNM7xJN"
686,donation_needs_or_offers_or_volunteering_services,'591902839074463744',RT @thevirdas: Emergency contact Numbers for Nepal. Spread the word guys please. http://t.co/DbIn2zuqSu
687,donation_needs_or_offers_or_volunteering_services,'591902839267467264',#DIIME_LOCO Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal's Home Ministry says... http://t.co/SnuTpWb9f6
688,donation_needs_or_offers_or_volunteering_services,'591902839351349248',"RT @Su4ita: Thankyou for all the retweets @SrBachchan sir. Once again guys, here are the contact numbers for Nepal, share, help. http://t.c‰Û_"
689,other_useful_information,'591902839393226752',RT @thevirdas: List of doctors and hospitals in Nepal. http://t.co/EQaWA2yAAT
690,donation_needs_or_offers_or_volunteering_services,'591902839405842432',"#BreakingNews At least 71 killed in magnitude-7.9 quake in Nepal: KATHMANDU, Nepal (AP) ‰ÛÓ Nepal's Home... http://t.co/zwDgyp3lXf via @AP"
691,donation_needs_or_offers_or_volunteering_services,'591902839569555456',
692,donation_needs_or_offers_or_volunteering_services,'591902839636676608',RT @geetapandeyBBC: Serious damage in Nepal from quake. Indian States of Sikkim and Bihar also affected
693,other_useful_information,'591902840303579136',RT @AP: BREAKING: At least 71 people killed in magnitude-7.9 earthquake in Nepal
694,donation_needs_or_offers_or_volunteering_services,'591902840441835520',"TV: 2 dead, 100 injured in Bangladesh from Nepal quake: DHAKA, Bangladesh (AP) ‰ÛÓ A TV report says that two peo... http://t.co/J80bfQdGl8"
695,donation_needs_or_offers_or_volunteering_services,'591902840584417281',"RT @mannshandilya: MEA control room no for Nepal #earthquake +91 11 2301 2113
+91 11 2301 4104
+91 11 2301 7905"
696,sympathy_and_emotional_support,'591902840592949249',
697,not_related_or_irrelevant,'591902840701915136',"#DIIME_LOCO TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Banglade... http://t.co/UY1EkFvcMr"
698,infrastructure_and_utilities_damage,'591902840957734912',
699,donation_needs_or_offers_or_volunteering_services,'591902841003855872',"RT @SumonChakraVIEW: #Breaking | from #Kolkata to #Delhi to #Islamabad, 7 minutes of the earth shaking. All via #Epicentre #Nepal. #Earthqu‰Û_"
700,sympathy_and_emotional_support,'591902841016492034',"RT @cnni: BREAKING: More than 150 dead in Kathmandu following 7.9 magnitude earthquake, Nepal's Ministry of Home Affairs says. http://t.co/‰Û_"
701,not_related_or_irrelevant,'591902841091928065',
702,other_useful_information,'591902841150668800',"Avalanche sweeps Everest in Nepal; 30 injured: KATHMANDU, Nepal (AP) ‰ÛÓ A senior mountaineering guide says an a... http://t.co/aWD431lEUe"
703,donation_needs_or_offers_or_volunteering_services,'591902841276530688',@Paytm how about you guys setting up a Nepal #earthquake Relief Fund? It's chaos now. You may fwd the money later to authentic players.
704,displaced_people_and_evacuations,'591902841427529728',RT @DoctorJeph: USGS now have it: M7.5 in Nepal http://t.co/md9XUuI3eo
705,injured_or_dead_people,'591902841746247680',RT @ZishanHNaqvi: 9-storey dharahara tower before and after #earthquake in #Nepal @abhishek1122 @anu1122 http://t.co/0Yfd3ap0hJ
706,injured_or_dead_people,'591902841834442753',
707,injured_or_dead_people,'591902841884684288',"Earthquake in Nepal, north India-  The Times of India http://t.co/PfhqbDc2M5"
708,donation_needs_or_offers_or_volunteering_services,'591902842031509504',"At least 71 killed in magnitude-7.9 quake in Nepal: KATHMANDU, Nepal (AP) ‰ÛÓ Nepal's Home Ministry says at leas... http://t.co/j3jq6LC42n"
709,donation_needs_or_offers_or_volunteering_services,'591902842232930304',RT @oxfamgb: Nepal #EarthQuake: We have spoken to our team on the ground who are assessing the situation and humanitarian need. More detail‰Û_
710,missing_trapped_or_found_people,'591902842278969344',@Rafee_real are u ok ? Its in nepal ? U felt in BD too ?
711,donation_needs_or_offers_or_volunteering_services,'591902842392342528',Awful https://t.co/OhwqHmagdB
712,displaced_people_and_evacuations,'591902842551570433',"At least 71 killed in magnitude-7.9 quake in Nepal: KATHMANDU, Nepal (AP) ‰ÛÓ Nepal's Home Ministry says at leas... http://t.co/9HReogj3gq"
713,other_useful_information,'591902843180748800',RT @SrBachchan: T 1845 - O ! God .. this is Nepal earthquake ..!!! I shot a song here for 'Mahaan' with Zeenat Aman .. pray all well http:/‰Û_
714,missing_trapped_or_found_people,'591902843214307328',
715,missing_trapped_or_found_people,'591902843302449152',Nepal earthquake: more than a hundred people dead - live updates | @scoopit http://t.co/VkZsuoE1YV
716,missing_trapped_or_found_people,'591902843554041857',RT @imdebina: So sad to hear about the disaster in #Nepal   My prayers with the victims and their families. _ÙªMy relatives cud feel tremors ‰Û_
717,other_useful_information,'591902843596120064',
718,sympathy_and_emotional_support,'591902843679809536',"RT @cnnbrk: More than 150 people were killed in the capital, Kathmandu, following the powerful earthquake, official in Nepal. http://t.co/E‰Û_"
719,displaced_people_and_evacuations,'591902844044771329',
720,donation_needs_or_offers_or_volunteering_services,'591902844233494529',
721,sympathy_and_emotional_support,'591902844569186304',
722,donation_needs_or_offers_or_volunteering_services,'591902845047152640',RT @BBCBreaking: Pictures from Kathmandu show damage of 7.9 magnitude #earthquake; reports of injuries http://t.co/HDOgZ7UDka http://t.co/y‰Û_
723,other_useful_information,'591902845131104256',Terrible earthquake In india and specially in nepal in kathmandu
724,missing_trapped_or_found_people,'591902845189783552',RT @ExplorePakistan: Ya Allah Raham #Nepal over a 100 Plus dead in initial reports following devastation caused by #earthquake measuring 7.9
725,other_useful_information,'591902845273673728',#Mountainers #stranded after #avalanche in Mt #Everest post Nepal earthquake
726,other_useful_information,'591902845705789440',Tremors Felt in West Bengal After 7.9 Magnitude Earthquake in Nepal http://t.co/nMZdyejo7J
727,other_useful_information,'591902845827358720',RT @Independent: More than 100 people have been killed in the Nepal earthquake http://t.co/HuLzMezhdz http://t.co/gC8zDklHmg
728,other_useful_information,'591902845856788481',This mobile App may help these people to predict this powerfull M7.9 earthquake; https://t.co/59sib6m7Cy https://t.co/xxSR0xg8RQ
729,missing_trapped_or_found_people,'591902846506831872',
730,sympathy_and_emotional_support,'591902846766821376',
731,other_useful_information,'591902846892642304',Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal's Home Ministry says at least 71... http://t.co/BlUtw8Z2j8
732,donation_needs_or_offers_or_volunteering_services,'591902846913753088',
733,missing_trapped_or_found_people,'591902847257616384',
734,donation_needs_or_offers_or_volunteering_services,'591902847370792960',RT @geetapandeyBBC: Earthquake 7.4 hits Nepal. Tremors felt in delhi and many other indian cities
735,infrastructure_and_utilities_damage,'591902847433887745',RT @AJENews: Police say at least 108 people killed after the 7.9 magnitude earthquake in Nepal http://t.co/kOXW94NOA8 http://t.co/DkwD3dyvl7
736,sympathy_and_emotional_support,'591902847542910976',"Big B expresses shock over Nepal quake, reminisces ‰Û÷Mahaan‰Ûª shoot. CLICK HERE--&gt; http://t.co/Zqde0m9miB #LaraMBhupathi"
737,displaced_people_and_evacuations,'591902847651844097',
738,donation_needs_or_offers_or_volunteering_services,'591902847668617216',Kathmandu is a death place now 6 people have reportedly died due to earthquake #Earthquake #Nepal #Kathmandu #Rip be safe
739,missing_trapped_or_found_people,'591902847681179648',RT @TheWorldStories: My prayers are with people of Nepal  . Hope the earthquake does not leave too many casualties. #earthquake
740,donation_needs_or_offers_or_volunteering_services,'591902847962198016',
741,other_useful_information,'591902848318709762',RT @imbhandarkar: Help lines numbers plz share. #Nepal #aranikohighway #lokanthali #earthquake http://t.co/Y8RvgGNbZE
742,missing_trapped_or_found_people,'591902848612315136',"RT @mollymhunter: Bhaktapur, #Nepal today - more from my sister. #NepalQuake http://t.co/GR9j6nlJSZ"
743,other_useful_information,'591902848721428480',"RT @cnnbrk: More than 150 people were killed in the capital, Kathmandu, following the powerful earthquake, official in Nepal. http://t.co/E‰Û_"
744,injured_or_dead_people,'591902848792670208',RT @julia_zba: By Timothy Allen - #nepal http://t.co/kNXfOSnuJa
745,donation_needs_or_offers_or_volunteering_services,'591902848885006336',"TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Bangladesh from eart... http://t.co/e7us5pkNrg"
746,other_useful_information,'591902849111597056',
747,injured_or_dead_people,'591902849535115264',Avalanche sweeps Everest in Nepal; 30 injured http://t.co/GsUifHXSOj
748,donation_needs_or_offers_or_volunteering_services,'591902849581256706',"RT @ABC: Dozens of injured being taken to main hospital in Kathmandu after major earthquake, AP reports http://t.co/yXKpIsBixf http://t.co/‰Û_"
749,other_useful_information,'591902849610620929',"RT @DeccanChronicle: 24 hour Control Room for queries regarding the Nepal Earthquake. 
Numbers:
+91 11 2301 2113
+91 11 2301 4104
+91 11 23‰Û_"
750,sympathy_and_emotional_support,'591902850063568896',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
751,sympathy_and_emotional_support,'591902850118066176',"Earthquake of magnitude 7.5. Epicentre, #Pokhara, 80 kms from Nepal. All details here. Pls RT. http://t.co/0c7RlIKloW http://t.co/qPPAcBdgGc"
752,donation_needs_or_offers_or_volunteering_services,'591902850524979200',"RT @TimesNow: MEA opens 24 hour Control Room for queries regarding the Nepal Earthquake. 
Numbers:
+91 11 2301 2113
+91 11 2301 4104
+91 11‰Û_"
753,sympathy_and_emotional_support,'591902850533314560',At least 71 killed in magnitude-7.9 quake in Nepal http://t.co/3fm6Jk0Ioa
754,injured_or_dead_people,'591902850537652224',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
755,sympathy_and_emotional_support,'591902850592047104',
756,infrastructure_and_utilities_damage,'591902851024064512',Emergency no. Of Nepal pls rt http://t.co/vhlqDwEUJI
757,infrastructure_and_utilities_damage,'591902851338608641',RT @aakashbhatt97: Emergency numbers for all those suffering due to the Nepal quake. Stay strong people! #PrayForNepal http://t.co/r1TlMz6O‰Û_
758,other_useful_information,'591902851384930304',
759,not_related_or_irrelevant,'591902851623985152',"More than 100 people killed in powerful Nepal earthquake, say government officials and police"
760,injured_or_dead_people,'591902851653357569',
761,sympathy_and_emotional_support,'591902851846131712',"RT @timesofindia: Kathmandu's landmark Dharahara tower collapses after earthquake, at least 50 reportedly trapped http://t.co/GfU4GQ040u"
762,donation_needs_or_offers_or_volunteering_services,'591902851846156288',"RT @snsachinnandu: Swayamsevak teams from Uttarakhand, Harit Pradesh, Rohilakand, Awadh, Purvanchal &amp; Bihar will soon leave for Nepal to he‰Û_"
763,donation_needs_or_offers_or_volunteering_services,'591902852517355521',
764,donation_needs_or_offers_or_volunteering_services,'591902852555018240',Nepal authorities say at least 108 dead after M7.9 earthquake
765,donation_needs_or_offers_or_volunteering_services,'591902852710182912',At Least 71 Killed in Magnitude-7.9 Quake in Nepal
766,other_useful_information,'591902852756279297',At Least 71 Killed in Magnitude-7.9 Quake in Nepal
767,other_useful_information,'591902853670637568',(#TeambrianMundial) Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake... http://t.co/aXMRYjXY1O (#TeambrianMundial)
768,not_related_or_irrelevant,'591902853888880640',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
769,donation_needs_or_offers_or_volunteering_services,'591902853989470209',RT @sambitswaraj: Hope it's only Property Damage in Nepal and No Casualties ..May PashupatiNath be with all !!
770,other_useful_information,'591902854069166082',"RT @bbclysedoucet: ""I've never felt an earthquake like this in my entire life..biggest in 80 yrs"" BBC's @sandhakal #Nepal #NepalEarthquake ‰Û_"
771,donation_needs_or_offers_or_volunteering_services,'591902854459183105',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
772,infrastructure_and_utilities_damage,'591902854471876609',RT @AP: BREAKING: At least 71 people killed in magnitude-7.9 earthquake in Nepal
773,injured_or_dead_people,'591902854589255680',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
774,other_useful_information,'591902854668947456',
775,donation_needs_or_offers_or_volunteering_services,'591902854673264641',Flights to Kathmandu put on hold http://t.co/zZo4EsXCHY #YUG
776,sympathy_and_emotional_support,'591902855319064576',RT @thevirdas: Emergency contact Numbers for Nepal. Spread the word guys please. http://t.co/DbIn2zuqSu
777,caution_and_advice,'591902855335804928',"(#TeambrianMundial) TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 d... http://t.co/Yy6Uv2ldkG (#TeambrianMundial)"
778,sympathy_and_emotional_support,'591902855629381632',"RT @AP: Key facts about Nepal, site of magnitude-7.9 quake: http://t.co/q4Vdc6gEuG"
779,other_useful_information,'591902855944011777',Four killed as quake shakes Nepal: At least four people were killed and several were injured when a huge earth... http://t.co/UhJXqVfDeo
780,injured_or_dead_people,'591902856040460288',
781,donation_needs_or_offers_or_volunteering_services,'591902856430493697',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
782,sympathy_and_emotional_support,'591902856476635136',"RT @NewEarthquake: 5.0 earthquake, 41km SE of Lamjung, Nepal. Apr 25 14:14 at epicenter (24m ago, depth 10km). http://t.co/PKSVMpGPZo"
783,sympathy_and_emotional_support,'591902856766169088',"RT @IbrahimMuazAli: ""@hendhunu: #Earthquake
#Kathmandu's Darbar Square a UNESCO World Heritage site, in ruins after today's #earthquake. ht‰Û_"
784,other_useful_information,'591902856988340224',"RT @rConflictNews: BREAKING: More than 100 killed in #Nepal earthquake, says interior ministry - @BreakingF24
http://t.co/vK8aBV1Xdo"
785,other_useful_information,'591902857248448512',Earthquake in Nepal - in pictures - http://t.co/pb5MqMKJ91 #wnn7
786,sympathy_and_emotional_support,'591902857386856448',Four killed as quake shakes Nepal: At least four people were killed and several were injured when a huge earth... http://t.co/aRX4GIBXnn
787,sympathy_and_emotional_support,'591902857449766912',
788,other_useful_information,'591902857663803392',"RT @GDACS: Green earthquake alert (Magnitude 5M, Depth:10km) in Nepal 25/04/2015 08:29 UTC, 7803741 people within 100km. http://t.co/gK6RCq‰Û_"
789,donation_needs_or_offers_or_volunteering_services,'591902857709785088',RT @snobers: I'm praying for the people who were affected by a 7.9 #earthquake in #Kathmandu the pictures are really catastrophic. http://t‰Û_
790,donation_needs_or_offers_or_volunteering_services,'591902857726545920',
791,missing_trapped_or_found_people,'591902857751846912',"Nepal earthquake window now open in Ahvan Pulse
We are in process of collating information on damage, casualties... http://t.co/hys218rs2W"
792,donation_needs_or_offers_or_volunteering_services,'591902857886044160',"Out thoughts are with the people of Nepal,we need to help them."
793,donation_needs_or_offers_or_volunteering_services,'591902858070650880',
794,other_useful_information,'591902858305343488',
795,sympathy_and_emotional_support,'591902858812985344',"RT @BreakingNews: More than 100 people killed in powerful Nepal earthquake, say government officials and police - @BBCNews http://t.co/1FiK‰Û_"
796,donation_needs_or_offers_or_volunteering_services,'591902858909384704',RT @ANI_news: Latest pics sent to ANI from Kathmandu of #earthquake aftermath http://t.co/2tWgyFeMGf
797,sympathy_and_emotional_support,'591902859236646912',"RT @cnni: BREAKING: Reports of deaths, avalanches in aftermath of shallow, 7.9-magnitude #Nepal #earthquake. http://t.co/UpQAC9wk49"
798,donation_needs_or_offers_or_volunteering_services,'591902859752378368',"CNN: 7.9 magnitude earthquake rattles Nepal, more than 150 dead, authorities say http://t.co/gtltEsiTLI"
799,infrastructure_and_utilities_damage,'591902859806920704',
800,donation_needs_or_offers_or_volunteering_services,'591902860121485312',
801,not_related_or_irrelevant,'591902860343775234',RT @snobers: I'm praying for the people who were affected by a 7.9 #earthquake in #Kathmandu the pictures are really catastrophic. http://t‰Û_
802,other_useful_information,'591902860356362241',@AP Am from Nepal not only 100 more than 300 people
803,sympathy_and_emotional_support,'591902860704485377',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
804,donation_needs_or_offers_or_volunteering_services,'591902860838834177',Strong #earthquake strikes #Nepal http://t.co/dQkQpxus7h
805,injured_or_dead_people,'591902861463662592',RT @googleindia: We've just launched a Person Finder instance to help track missing persons for the #Nepal earthquake--&gt;http://t.co/3e4pNsO‰Û_
806,donation_needs_or_offers_or_volunteering_services,'591902861904191489',RT @ed_herbert: 7.9 magnitude earthquake hits #Nepal. The numbers injured and killed still not known. http://t.co/AW5N2pGWmb http://t.co/6z‰Û_
807,other_useful_information,'591902861975498752',RT @ThatScumbagJay: Rest in piece to the people that died in the earthquake in Nepal
808,other_useful_information,'591902862243860480',
809,other_useful_information,'591902862285807616',(#TeambrianMundial) Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake... http://t.co/o3KjrQTfuH (#TeambrianMundial)
810,sympathy_and_emotional_support,'591902862441127936',"RT @timesofindia: Nepal #earthquake developments: Follow our live blog.
http://t.co/v2QHmoZ7sk http://t.co/hI0TFQG1p1"
811,missing_trapped_or_found_people,'591902862533402624',"RT @ImranHSarker: UPDATE: Humanitarian crisis in Nepal. 100+ dead, toll may rises to 1000's. Prayers &amp; thought for Nepalese friends. http:/‰Û_"
812,donation_needs_or_offers_or_volunteering_services,'591902862587760640',"RT @mollymhunter: Sister sends this from Bhaktapur, #Nepal: ""the restaurant we ate at last night."" (Not telling Mom.) #NepalQuake http://t.‰Û_"
813,other_useful_information,'591902863061835776',
814,sympathy_and_emotional_support,'591902863376297985',RT @AdityaGhosh6E: Kathmandu aiport shut. All our pax and staff safe. We have waived the cancellation charges on @IndiGo6E  flights to KTM ‰Û_
815,displaced_people_and_evacuations,'591902863476961280',Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal's Home Ministry says at least 71 people killed in the e...
816,donation_needs_or_offers_or_volunteering_services,'591902863573520384',RT @ianuragthakur: We stand w/ Nepal at this tragic moment.Heart goes out to Nepalese people &amp; tourists affected.Prayers with you.#NepalEar‰Û_
817,donation_needs_or_offers_or_volunteering_services,'591902864160620544',
818,sympathy_and_emotional_support,'591902864236150785',"(#TeambrianMundial) TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 d... http://t.co/iKlYWXDJ0f (#TeambrianMundial)"
819,injured_or_dead_people,'591902864294989824',"Heartening to c Ind's disaster response preparedness has improved significantly. Response teams dispatched in 3 hrs

https://t.co/wyW6YkWRqf"
820,donation_needs_or_offers_or_volunteering_services,'591902864949260289',
821,other_useful_information,'591902865012097025',RT @iamsrk: ‰ÛÏ@googleindia: We‰Ûªve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake‰ÛÓ&gt;http://t.c‰Û_
822,injured_or_dead_people,'591902865045590016',"RT @worldbulletin: Nepal quake triggers Everest avalanche, climbers at risk http://t.co/gpHRDhY5WL http://t.co/MADcHV8OBS"
823,donation_needs_or_offers_or_volunteering_services,'591902865188257793',"TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Bangladesh from earthquake that originated ..."
824,injured_or_dead_people,'591902865716748288',
825,donation_needs_or_offers_or_volunteering_services,'591902865825763328',"RT @ReutersIndia: Nepal police says 108 dead in quake according to ""initial estimate"""
826,injured_or_dead_people,'591902865926545408',Thoughts and prayers with people affected by the tragic #earthquake in Nepal.
827,missing_trapped_or_found_people,'591902865951600640',"RT @ThatEdTechGuy: Today's earthquake data for #Nepal, via @quakefeed. Download it and explore for yourself:

https://t.co/fMQtyp1oTC http:‰Û_"
828,caution_and_advice,'591902865993502720',"Pray for #Nepal CNN: 7.9 magnitude earthquake rattles Nepal, more than 150 dead, authorities say http://t.co/poz7x7hsjO"
829,injured_or_dead_people,'591902866094235648',"My prayers are with the people of India &amp; Nepal who are influenced by the earthquake. I pray, no life is lost."
830,missing_trapped_or_found_people,'591902866635296768',"RT @SRK_LIVE: Kindly Rt @iamsrk 
Emergancy l Hospitals in  #Kathmandu 
#earthquake #Nepal http://t.co/5hnDNM7xJN"
831,other_useful_information,'591902867092471808',"RT @Thekkapoor: T945-Pls share n spread the contact numbers for Nepal,helplines . #earthquake @SrBachchan @iamsrk @KapilSharmaK9 #RT http:/‰Û_"
832,donation_needs_or_offers_or_volunteering_services,'591902867172130817',RT @akshaykumar: Sad 2 see this image of extensive damage due to the #earthquake in Nepal.My prayers with the victims &amp; their families http‰Û_
833,sympathy_and_emotional_support,'591902867281162240',"RT @WSJ: Nepal earthquake in maps, tweets and pictures. http://t.co/bYP1azbIjO http://t.co/lZVjhnCmKi"
834,infrastructure_and_utilities_damage,'591902867637678081',RT @BBCSanjoyM: Indian army and air force on standby to rush to Nepal if needed says MoD #NepalEarthquake
835,donation_needs_or_offers_or_volunteering_services,'591902867767820288',"RT @PressTV: Breaking News

2 dead, 100 injured in Bangladesh from Nepal earthquake, At least 114 killed in Nepal

@BREAKING_PTV http://t.c‰Û_"
836,donation_needs_or_offers_or_volunteering_services,'591902868161998848',RT @monishattsl: Emergency contact numbers fa Nepal @KokkiOfficial @SunithaSarathy @vidya_05 @VidyuRaman @IAMVIJAYYESUDAS @Actor_Vivek http‰Û_
837,other_useful_information,'591902868472496128',"RT @GDACS: Green earthquake alert (Magnitude 4.7M, Depth:10km) in Nepal 25/04/2015 08:20 UTC, 5435441 people within 100km. http://t.co/IHJf‰Û_"
838,donation_needs_or_offers_or_volunteering_services,'591902868506058753',
839,donation_needs_or_offers_or_volunteering_services,'591902868682182656',RT @NintyaSR: #PrayforKathmandu RT @edanderson101: Terrible scenes of #Kathmandu after large #earthquake strikes. http://t.co/Hp1Ex8xbpW
840,infrastructure_and_utilities_damage,'591902868791238656',
841,infrastructure_and_utilities_damage,'591902868896022528',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
842,other_useful_information,'591902869189566464',"RT @NewEarthquake: 5.0 earthquake, 31km NNW of Nagarkot, Nepal. Apr 25 15:15 at epicenter (21m ago, depth 10km). http://t.co/DLQvLAnakq"
843,injured_or_dead_people,'591902869751668737',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
844,other_useful_information,'591902869869109249',"RT @TimesNow: MEA opens 24 hour Control Room for queries regarding the Nepal Earthquake. 
Numbers:
+91 11 2301 2113
+91 11 2301 4104
+91 11‰Û_"
845,caution_and_advice,'591902869923565568',
846,donation_needs_or_offers_or_volunteering_services,'591902869965541376',Anzac Earthquake. Mag 8 hits Nepal.
847,other_useful_information,'591902870561259521',
848,infrastructure_and_utilities_damage,'591902870762430466',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
849,sympathy_and_emotional_support,'591902870837923840',#TyoNews Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal's Home Ministry s... http://t.co/DmxIFiEjDf #News
850,missing_trapped_or_found_people,'591902870955544576',RT @ABC: Witness: Nepal quake was massive; Kathmandu is crumbling: http://t.co/yXKpIsBixf - @mollymhunter http://t.co/jDDix7qjuZ
851,donation_needs_or_offers_or_volunteering_services,'591902871332990976',RT @AJENews: Police say at least 108 people killed after the 7.9 magnitude earthquake in Nepal http://t.co/kOXW94NOA8 http://t.co/DkwD3dyvl7
852,other_useful_information,'591902871592902656',RT @DEREKtHOUSE: PLEASE RT: MANPOWER NEEDED. MORE PEOPLE TO HAUL STRETCHERS. GO SOUTHWEST OF CHETRAPATHI CHOWK. SOUTH OF THAMEL #KATHMANDU ‰Û_
